Тип жилья,Кол-во комнат,Станция метро,Время в пути,Этаж,Общая площадь комнат,Наличие ремонта,Год постройки,Срок сдачи,Тип дома,Цена
Новостройка Апартаменты,1-комн,Арбатская,10 мин. пешком,13,"62,6",,,2020,,34 256 128 
Новостройка Апартаменты,1-комн,Арбатская,10 мин. пешком,13,"54,8",,,2020,,33 319 770 
Новостройка Апартаменты,1-комн,Арбатская,10 мин. пешком,13,"56,5",,,2020,,33 208 298 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,19,"56,4",,,2020,,26 508 000 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,21,"66,6",,,2020,,32 395 572 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,22,"55,4",,,2020,,25 824 848 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"75,7",,,2020,,32 219 244 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"63,5",,,2020,,30 887 670 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"66,2",,,2020,,32 201 004 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"56,7",,,2020,,26 430 846 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"52,3",,,2020,,25 627 000 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,23,"72,9",,,2020,,33 982 517 
Новостройка Апартаменты,3-комн,Арбатская,10 мин. пешком,24,"145,1",,,2020,,69 589 305 
Новостройка Апартаменты,3-комн,Арбатская,10 мин. пешком,26,"153,93",,,2020,,96 128 752 
Новостройка Апартаменты,3-комн,Арбатская,10 мин. пешком,26,"155,16",,,2020,,93 647 402 
Вторичка,2-комн,Новоясеневская,18 мин. пешком,6,44,Косметический,1977,,Панельный,7 500 000 
Вторичка,1-комн,Серпуховская,8 мин. пешком,7,"52,9",Без ремонта,2013,,Кирпичный,29 500 000 
Вторичка,Многокомнатная квартира,Кропоткинская,,4,285,Дизайнерский,1912,,Кирпичный,169 000 000 
Вторичка,3-комн,Тульская,11 мин. пешком,5,115,Без ремонта,2017,,Монолитный,38 200 000 
Новостройка,1-комн,Дубровка,3 мин. пешком,8,"43,7",,,2021,Монолитный,11 034 250 
Вторичка Апартаменты,3-комн,Алексеевская,10 мин. пешком,8,120,Косметический,,,,23 900 000 
Вторичка,1-комн,Алтуфьево,12 мин. пешком,2,39,Косметический,1976,,Панельный,7 000 000 
Новостройка Апартаменты,2-комн,Арбатская,10 мин. пешком,24,"63,06",,,2020,,30 673 645 
Вторичка,1-комн,Печатники,2 мин. пешком,16,"36,8",Евроремонт,1984,,Блочный,7 150 000 
Вторичка,4-комн,Курская,7 мин. пешком,2,138,Дизайнерский,,,,126 907 200 
Вторичка,Квартира свободной планировки,Арбатская,6 мин. пешком,2,"59,2",Без ремонта,,,Монолитный,60 000 000 
Вторичка,4-комн,Воробьевы горы,,2,157,Без ремонта,2004,,Монолитный,119 927 304 
Вторичка,2-комн,Улица Скобелевская,13 мин. пешком,9,51,Евроремонт,2006,,Панельный,8 900 000 
Вторичка,2-комн,Академическая,15 мин. пешком,10,56,Евроремонт,2004,,Панельный,14 999 000 
Вторичка,5-комн,Китай-город,4 мин. пешком,4,190,Без ремонта,,,,56 800 000 
Вторичка,4-комн,Чистые пруды,9 мин. пешком,3,177,Евроремонт,1915,,Кирпичный,67 387 723 
Вторичка Апартаменты,Многокомнатные апартаменты,Кропоткинская,4 мин. пешком,1,214,Евроремонт,1911,,Кирпичный,99 000 000 
Вторичка,3-комн,Ленинский проспект,7 мин. пешком,3,"66,7",Дизайнерский,1960,,Кирпичный,24 900 000 
Вторичка,4-комн,Кропоткинская,5 мин. пешком,3,300,Дизайнерский,2014,,Монолитный,412 448 400 
Вторичка,3-комн,Добрынинская,10 мин. пешком,6,"116,2",,2013,,Кирпичный,60 500 000 
Новостройка,3-комн,Улица Скобелевская,3 мин. на транспорте,1,"87,8",,,2019,,8 509 752 
Вторичка Пентхаус,5-комн,Кропоткинская,10 мин. пешком,5,272,Евроремонт,1915,,Кирпичный,285 541 200 
Вторичка,2-комн,Охотный ряд,6 мин. пешком,6,80,Дизайнерский,1932,,Кирпичный,53 000 000 
Новостройка,2-комн,Белорусская,10 мин. пешком,11,"87,1",,,2021,,50 080 758 
Вторичка,3-комн,Тимирязевская,19 мин. пешком,5,80,Евроремонт,1957,,Кирпичный,12 900 000 
Вторичка,3-комн,Сокольники,10 мин. пешком,7,75,Косметический,1982,,Кирпичный,17 500 000 
Вторичка,3-комн,Марьино,20 мин. пешком,22,"66,5",Косметический,2019,,Монолитный,11 821 000 
Вторичка,Квартира свободной планировки,Парк Культуры,7 мин. пешком,1,155,Без ремонта,,,Монолитный,125 000 000 
Вторичка,3-комн,Алтуфьево,7 мин. пешком,2,75,Косметический,1984,,Панельный,11 700 000 
Вторичка,3-комн,Молодежная,7 мин. пешком,4,90,Без ремонта,2019,,,23 500 000 
Вторичка,3-комн,Боровицкая,11 мин. пешком,11,88,Евроремонт,1933,,Кирпичный,58 000 000 
Вторичка,4-комн,Университет,3 мин. пешком,4,140,Дизайнерский,2010,,Монолитный,67 000 000 
Вторичка,2-комн,Аэропорт,10 мин. пешком,8,"72,19",,,,,18 950 000 
Вторичка,2-комн,Аэропорт,10 мин. пешком,6,"63,29",,,,,17 950 000 
Вторичка,3-комн,Молодежная,7 мин. пешком,17,97,Без ремонта,2019,,,25 500 000 
Новостройка,2-комн,Динамо,12 мин. пешком,3,"71,1",,,2020,,25 098 266 
Вторичка,4-комн,Коломенская,20 мин. пешком,2,"120,5",Дизайнерский,2007,,Монолитный,27 700 000 
Вторичка,3-комн,Полянка,5 мин. пешком,5,"70,1",Евроремонт,2005,,Кирпичный,55 000 000 
Новостройка,2-комн,Улица 1905 года,7 мин. пешком,12,"118,41",,,2022,Монолитный,53 580 525 
Новостройка,3-комн,Улица 1905 года,7 мин. пешком,18,"162,21",,,2022,Монолитный,97 488 210 
Новостройка,1-комн,Улица 1905 года,7 мин. пешком,7,"54,99",,,2022,Монолитный,29 474 640 
Вторичка Пентхаус,4-комн,Арбатская,11 мин. пешком,6,102,Без ремонта,1876,,Кирпичный,33 900 000 
Вторичка,1-комн,Шипиловская,10 мин. пешком,6,"32,6",Косметический,1977,,Панельный,6 100 000 
Новостройка,4-комн,Фрунзенская,15 мин. пешком,2,"184,3",,2014,2014,Монолитный,99 499 891 
